id	Title	Author Last Name	Author First Name	Author Website	Publisher	Publication Year	Media	Page Count	Languages	LC Classification	ISBN	Dewey Decimal	Dewey Wording	Barcode	Acquisition Date	Acquisition Price
950	Verdigris Deep	Hardinge	Frances	http://www.franceshardinge.com/	Macmillan Children's Books	2008	Paperback	327	English	PZ7.H21834 W	0330441906	823.92	2000- > English fiction > English {except North American} > Literature > Modern Period	FAFCB9DAA18F26BCA2D10362E0238D38	2011-02-20	10.86
951	So Many Steps to Death	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1956	Paperback		English	PZ3.C4637 D	0671777084	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	8BDB5377EF78DD90E2CFD164D01ECDB7	1970-07-14	8.01
952	The Queen of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2000	Hardcover	288	English	PZ7.T85565 Q	068817423X	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	080D9A6C11CB734992CE04EF75DD8783	2010-07-04	7.42
953	Caves of Steel	Asimov	Isaac		Grafton	1993	Paperback	208	English	PS3551.S5	0586008357	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	F00E6C148B12B61E72DE5EA3F1D9FE1C	2007-01-06	8.83
954	Bone in the Throat	Bourdain	Anthony		Bloomsbury USA	2000	Paperback	304	English	PS3552.O8328 B65	1582341028	813	American fiction > English (North America) > Literature	602A7E9126BEDB27E166BB695D8FBEA4	2017-10-23	13.73
955	Bone in the Throat	Bourdain	Anthony		Bloomsbury USA	2006	Paperback	304	English	PS3552.O8328 B65	6461683730	813	American fiction > English (North America) > Literature	698B427B892A82A83663D481F2939998	2015-10-19	17.66
956	Bone in the Throat	Bourdain	Anthony		Bloomsbury USA	2017	Paperback	304	English	PS3552.O8328 B65	9783389688653	813	American fiction > English (North America) > Literature	8D928D364F59CE5C5C364C49678DBEAF	2017-09-23	6.62
957	The Military Science of Star Wars	Beahm	George		Tor Books	2018	Hardcover	304	English		1250124743	791.43	Film > Film, Radio, and Television > Public performances > Recreational and performing arts > The arts	EFE6E37A8242A938F5481D9363301F80	2019-05-26	16.09
958	The Zookeeper's Wife: A War Story	Ackerman	Diane	http://www.dianeackerman.com/	W. W. Norton & Company	2007	Hardcover	368	English	D804.Z33 A25	9780393061727	940.5318350943840	1918- > Europe > Europe > History and Geography > Holocaust > Social, political, economic history; Holocaust > World War II	AEC2E0445D313AA97E7DC77F71164783	2009-08-03	17.26
959	Crispin: The Cross of Lead	Avi			Scholastic Press	2004	Paperback	262		PZ7.A953 C	0439574684	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	11FB43AEF5189DD4FFA05D1A4B4DEACE	2008-03-26	19.57
960	Mistborn	Sanderson	Brandon	https://www.brandonsanderson.com/	Dragonsteel Entertainment	2006	Hardcover			PS3619.A533	9781938570131	813	American fiction > English (North America) > Literature	4E84911BBCAB098788B6B403F9AF845C	2019-05-04	19.01
961	The Shape of Design	Chimero	Frank		Frank Chimero	2012	Paperback	142	English	NK1510	0985472200			E6B1F39DF352A374CA86532F41FA4FBB	2022-12-13	17.21
962	The Epic of Ram, Volume 5	Tulsidas			Harvard University Press	2020	Hardcover	400	English		0674986148			38E01EC29C836C3553E580E27A0FC046	2021-12-30	17.68
963	The City in the Lake	Neumeier	Rachel	https://www.rachelneumeier.com/	Knopf Books for Young Readers	2008	Hardcover	304	English	PZ7.N4448 C	9780375847042	813.6	21st Century > American fiction > English (North America) > Literature	4D2D68115881C2D204F8281A88700C06	2012-09-02	7.52
964	Hungry Planet: What the World Eats	Menzel	Peter	https://www.menzelphoto.com/	Material World	2005	Hardcover	288	English	TX353 .M43	1580086810	641.3	Food > Food And Drink > Home and family management > Technology and Application of Knowledge	09B9B1A6501F3F5C721E9C6455DB8736	2016-12-31	10.86
965	David Copperfield	Dickens	Charles		Simon & Brown	2011	Paperback	950	English	PR4558	1613821123	823.8	English fiction > English {except North American} > Literature > Victorian period 1837-1900	0E6455531D2CB17D2CC36C9F3B7AFC80	2015-07-20	19.97
966	Little House in the Big Woods	Wilder	Laura Ingalls		HarperCollins	1971	Paperback	256	English	PZ7.W6461 L	0064400018	813.52	1900-1944 > 20th Century > American fiction > English (North America) > Literature	B016BA3864B5CBC6679E7C93050601E6	1980-05-23	7.40
967	The Art of the Start 2.0: The Time-Tested, Battle-Hardened Guide for Anyone Starting Anything	Kawasaki	Guy		Portfolio	2015	Hardcover	336	English	HD62.5 .K38	1591847842	658.1	Management > Management and auxiliary services > Of Corporate Finance > Technology and Application of Knowledge	C2EB1972B5AC8C24C7C2649BB74F3748	2022-04-08	13.28
968	Storytelling for User Experience	Quesenbery	Whitney		Rosenfeld Media	2010	Paperback	298	English	PE1425	1933820470	5.276	Computer programming, programs, data, security > Computing and Information > For Networked Multimedia Systems > Information > Programming for Specific Environments > Web Programming	5963299CE254B314D132CF80BD1E974D	2018-12-14	8.27
969	Turn Coat	Butcher	Jim	https://www.jim-butcher.com/	Roc	2009	Hardcover	432	English	PS3602.U85 T87	0451462564	813.6	21st Century > American fiction > English (North America) > Literature	C3748E99D900134C68B9D08637742D84	2010-11-22	13.48
970	The Candy Shop War	Mull	Brandon	http://brandonmull.com/	Aladdin	2014	Paperback	400	English	PZ7.M9112 C	1481411195	813.6	21st Century > American fiction > English (North America) > Literature	1619169356C55A7176C79A738197BE7A	2017-01-19	13.91
971	Contact	Sagan	Carl	https://carlsagan.com/	Pocket Books	1997	Paperback	448	English	PS3569.A287 C6	0671004107	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	86F169F6F84E0DD03797A6CBE2630C3B	2016-02-28	12.90
972	Contact	Sagan	Carl	https://carlsagan.com/	Pocket Books	1997	Paperback	448	English	PS3569.A287 C6	0671004107	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	56118B64D087E425509B71D2D132F2E4	1997-04-16	12.38
973	The Sparrow	Russell	Mary Doria		Villard	1996	Hardcover	408	English	PS3568.U76678	0679451501	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	9953166DF7F17BC702EF7812F0A82EDE	2012-03-22	14.84
974	The Sparrow	Russell	Mary Doria		Villard	1999	Hardcover	408	English	PS3568.U76678	4840325474	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	F820D2637F285AF8BE8A4277012DE840	2008-05-16	12.35
975	Quiet: The Power of Introverts in a World That Can't Stop Talking	Cain	Susan		Crown	2012	Hardcover	352	English	BF698.I59 C35	0307352145	155.2	Developmental And Differential Psychology > Individual Psychology > Philosophy and Psychology > Psychology	D2874447985CB6ABF0B2072464008676	2012-06-14	14.77
976	The Perfect Store: Inside eBay	Cohen	Adam		Back Bay Books	2003	Paperback	336	English	HF5478 .C64	0316164933	381.1702854678	Auctions > Commerce > Commerce, Communications, Transportation > Marketing channels > Social sciences	6568A0FA66F2201E1FF2DD3F500C54C6	2008-03-26	16.34
977	Victory of Eagles	Novik	Naomi	http://naominovik.com/	Del Rey	2008	Hardcover	342	English	PS3614.O93 V53	0345496884	813.6	21st Century > American fiction > English (North America) > Literature	8568032203BC7F66A9D5D597C7D9C3D6	2017-12-25	5.69
978	Victory of Eagles	Novik	Naomi	http://naominovik.com/	Del Rey	2019	Hardcover	342	English	PS3614.O93 V53	9788241712466	813.6	21st Century > American fiction > English (North America) > Literature	CA3D20487B6B639DAFE351FB1A4069F7	2019-02-20	16.45
979	Victory of Eagles	Novik	Naomi	http://naominovik.com/	Del Rey	2019	Hardcover	342	English	PS3614.O93 V53	9788241712466	813.6	21st Century > American fiction > English (North America) > Literature	3888FC42762D8499FE78A847DE777D27	2022-04-27	16.94
980	Ramayana	Valmiki			Penguin Global	2000	Paperback	696	English	PK3653.A2 G3	0140298665	813	American fiction > English (North America) > Literature	BA8C2B4C77440FA28C5CD2886B7DDCCF	2012-04-10	17.32
981	Alcatraz vs. the Evil Librarians	Sanderson	Brandon	https://www.brandonsanderson.com/	Starscape	2016	Hardcover	320	English	PZ7.S19797 A	0765378949	813.6	21st Century > American fiction > English (North America) > Literature	D45087EE87D8F8AD3D85DFB1DEC313B2	2020-10-27	18.07
982	Taran Wanderer	Alexander	Lloyd		Yearling	1969	Paperback	272	English	PZ7.A3774 T	0440484839	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	3B776FD13B1074CE5DE15DAA7C30B738	2010-04-29	7.85
983	Taran Wanderer	Alexander	Lloyd		Yearling	1973	Paperback	272	English	PZ7.A3774 T	6558300869	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	DCAC467559DA22B0095F2C7E0405A23B	1987-12-11	14.43
984	The Uncommon Reader	Bennett	Alan		Farrar, Straus and Giroux	2007	Hardcover	120	English	PR6052.E5 U53	0374280967	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	E4B3AB267E75F15FE03E61EA45404F12	2014-05-13	14.00
985	A Reporter's Life	Cronkite	Walter		Knopf	1996	Hardcover	400	English	PN4874.C84	0394578791	70.92	Biographies > Biography And History > Information > Journalism And Publishing > Journalism And Publishing	086C6A23F1277C579C0CF2B9B05BEE9C	2017-02-22	15.71
986	The King of Attolia	Turner	Megan Whalen	http://meganwhalenturner.org/	Greenwillow Books	2006	Hardcover	400	English	PZ7.T85565 K	0060835788	813.6	21st Century > American fiction > English (North America) > Literature	F48F651005E4FA98D7070EB0D9AABAA3	2021-09-29	17.70
987	The Ocean at the End of the Lane	Gaiman	Neil	https://neilgaiman.com/	William Morrow	2013	Hardcover	181	English	PR6057.A319	0062255657	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	ABDB22132B7ED98C3F5EB24C848F6544	2014-12-22	12.11
988	Crime and Punishment	Dostoevsky	Fyodor		Penguin Books	1998	Paperback	448	English	PG3326 .P7	0140621806	813	American fiction > English (North America) > Literature	4DA3F0237853423645F938BC3B33D16B	2006-08-07	7.08
989	Crime and Punishment	Dostoevsky	Fyodor		Penguin Books	1998	Paperback	448	English	PG3326 .P7	0140621806	813	American fiction > English (North America) > Literature	5FF0EC06E776908BB8BDB2592E41071D	2019-02-03	11.92
990	The Girl Who Soared Over Fairyland and Cut the Moon in Two	Valente	Catherynne M.	https://www.catherynnemvalente.com/	Feiwel & Friends	2013	Hardcover	256	English	PZ7.V232 G	1250023505	813.6	21st Century > American fiction > English (North America) > Literature	C10760FCCF8C6BF010E37B65D06F8894	2015-07-04	15.86
991	Neverwhere Illustrated Edition	Gaiman	Neil	https://neilgaiman.com/	William Morrow	2017	Hardcover	448	English	PR6057.A319 N48	0062821334	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	2B4C45575AC950808D262267CFB53CD1	2022-10-27	14.71
992	Persepolis Rising	Corey	James S. A.	https://www.jamessacorey.com/	Orbit	2017	Hardcover	608	English	PS3601.B677 P47	0316332836	813.6	21st Century > American fiction > English (North America) > Literature	0D03DD4D04BBE804D3BD2184D9E9BD6F	2021-05-21	10.18
993	Persepolis Rising	Corey	James S. A.	https://www.jamessacorey.com/	Orbit	2017	Hardcover	608	English	PS3601.B677 P47	0316332836	813.6	21st Century > American fiction > English (North America) > Literature	52192A61498805845FD7F0B78D17C08F	2022-11-02	11.38
994	Things Fall Apart	Achebe	Chinua		Fawcett	1985	Paperback	190	English	PR9387.A3	0449208109	823	English fiction > English {except North American} > Literature	DC3152F691AF7063110156EC7C513D2C	1996-10-13	5.67
995	Macintosh Human Interface Guidelines	Inc.	Apple Computer		Addison Wesley	1993	Paperback		English	QA76.M3 M328	9780201622164	5.265	Computer programming, programs, data, security > Computing and Information > For Specific Computers > Information > Personal Computers > Programming for Specific Environments	C4A9F8A9A5265F631153B9F41497888A	2003-10-11	7.82
996	Macintosh Human Interface Guidelines	Inc.	Apple Computer		Addison Wesley	1993	Paperback		English	QA76.M3 M328	9780201622164	5.265	Computer programming, programs, data, security > Computing and Information > For Specific Computers > Information > Personal Computers > Programming for Specific Environments	BE80AD0E6F5FF7978EB6D43623B8EF6C	2017-05-26	17.86
997	Macintosh Human Interface Guidelines	Inc.	Apple Computer		Addison Wesley	2005	Paperback		English	QA76.M3 M328	8977892529	5.265	Computer programming, programs, data, security > Computing and Information > For Specific Computers > Information > Personal Computers > Programming for Specific Environments	83FFC55DA1E2AB76CB2689CC33A92791	2022-10-06	8.97
998	Database Design for Mere Mortals: 25th Anniversary Edition	Hernandez	Michael J		Addison Wesley	2020	Paperback	640	English	QA76.D26 H477	0136788041	5.756	Computer programming, programs, data, security > Computing and Information > Data > Information > Relational Databases > Specific Databases And Data Files	57248E1FFE2CB786E33C509BC5947C42	2020-10-01	9.99
999	My Lord John	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2009	Paperback	464	English	PZ3.H514 PR6015 .E795	1402213530	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	54E4025A33CFE4BDD2E299B9E7DB0DE2	2019-04-24	6.23
1000	My Lord John	Heyer	Georgette	http://www.georgette-heyer.com/	Sourcebooks Landmark	2009	Paperback	464	English	PZ3.H514 PR6015 .E795	1402213530	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	FD680503EF364352EF21A1EC04685C50	2010-02-01	15.06
1001	Cetaganda	Bujold	Lois McMaster	http://www.dendarii.com/	Demco Media	1996	Hardcover		English	PS3552.U397 C48	0606171185	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	7E1620F06312FB11FC2BFED6873EFEA8	2008-02-21	9.42
1002	Cetaganda	Bujold	Lois McMaster	http://www.dendarii.com/	Demco Media	1996	Hardcover		English	PS3552.U397 C48	0606171185	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	CE5E5F8382F0B40712142459C33BF01E	2005-10-04	19.07
1003	Cetaganda	Bujold	Lois McMaster	http://www.dendarii.com/	Demco Media	1996	Hardcover		English	PS3552.U397 C48	0606171185	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	C5F1BC167F86757836731C15F01485DA	2021-03-13	17.23
1004	Oryx and Crake	Atwood	Margaret		Anchor	2004	Paperback	376	English	PR9199.A8	9780385721677	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	0B7315CC92FC006F5656B8A608AC1D53	2020-05-01	7.50
1005	Oryx and Crake	Atwood	Margaret		Anchor	2004	Paperback	376	English	PR9199.A8	9780385721677	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	DD419959B98DC52FA6DA29551DE87544	2004-06-21	8.69
1006	Oryx and Crake	Atwood	Margaret		Anchor	2016	Paperback	376	English	PR9199.A8	9787200729322	813.54	1945-1999 > 20th Century > American fiction > English (North America) > Literature	2AD82288BBE8CA7C3AEBB257304FCA66	2022-06-28	15.41
1007	Only the Paranoid Survive	Grove	Andrew S.		Doubleday Business	1996	Hardcover	224	English	HD58 .G765	0385482582	658.406	Executive > Management > Management and auxiliary services > Managing Change > Technology and Application of Knowledge	7351F30C5368167351A515B6345D8854	2022-05-05	15.62
1008	The Dervish House	McDonald	Ian		Pyr	2010	Hardcover	410	English	PR6063.C38 D46	1616142049	823.914	1901-1999 > 1945-1999 > English fiction > English {except North American} > Literature > Modern Period	47CE7A5F33F7755666A6CDE9BF4A683E	2022-08-27	15.72
1009	Winter of Ice and Iron	Neumeier	Rachel	https://www.rachelneumeier.com/	Saga Press	2017	Hardcover		English	PS3614.E553 W56	1481448978	813.6	21st Century > American fiction > English (North America) > Literature	2D37821AB8D310668C9F667C8BC39E29	2017-01-13	5.46
1010	A Murder is Announced	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1985	Paperback	221	English	PR6005.H66 M847	0006171370	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	978F664608A6B56F2F0144C01C300DF1	2007-03-03	18.74
1011	A Murder is Announced	Christie	Agatha	https://www.agathachristie.com/	Pocket Books	1985	Paperback	221	English	PR6005.H66 M847	0006171370	823.912	1901-1945 > 1901-1999 > English fiction > English {except North American} > Literature > Modern Period	13C34B0370A7D4C185B4EC5BA9C1AE25	2016-02-27	6.82
1012	Building Scalable Web Sites: Building, Scaling, and Optimizing the Next Generation of Web Applications	Henderson	Cal		O'Reilly Media	2006	Paperback	352	English	TK5105 .H46	0596102356	5.72	Computer programming, programs, data, security > Computing and Information > Data > Information > Preparation and Representation	FFB3AE0E56F9AE5265808CAB52FCF38F	2016-02-24	15.90
