Title	Author First Name	Author Last Name	Author Website	Publisher	Publication Year	ISBN	Barcode	Acquisition Date	Acquisition Price
The Dragon's Path	Daniel	Abraham	https://www.danielabraham.com/	Orbit	2011	978-03-16080-68-2	CCC7-2759-43EB-DB45	2013-09-04	$19.44
The Great Brain	John Dennis	Fitzgerald		Dial	1987	0-8037-3076-4	3B24-82FD-44A3-1108	1988-01-20	$6.05
The Great Brain	John Dennis	Fitzgerald		Dial	1995	24-31-05086-3	EF7A-8767-3FB9-D0C2	2003-08-15	$19.68
The Great Brain	John Dennis	Fitzgerald		Dial	1995	24-31-05086-3	B9C4-979E-6F16-184B	2004-02-02	$9.81
The Great Brain	John Dennis	Fitzgerald		Dial	2006	5-51-162520-2	3009-C4FE-3486-1A37	2006-10-26	$17.15
Time Cat: The Remarkable Journeys of Jason and Gareth	Lloyd	Alexander		Henry Holt and Co.	2003	080507-27-0-5	F85A-0350-3A4C-7E73	2018-03-19	$17.89
Harry Potter and the Order of the Phoenix: The Illustrated Edition	J. K.	Rowling	https://jkrowling.com/	Scholastic Press	2022	05-4-579143-X	A700-08E0-A6C8-1CCE	2022-10-09	$16.44
Storm Front	Jim	Butcher	https://www.jim-butcher.com/	Roc	2007	0-45-146197-5	7A0D-7FB0-87C1-8F23	2008-09-23	$11.60
Now You See It: An Introduction to Visual Data Sensemaking	Stephen	Few		Analytics Press	2021	193-83771-2-5	0740-C02D-FE6F-3BE2	2021-01-08	$18.07
Midnight's Children	Salman	Rushdie		Vintage	1998	0-099578-51-4	056A-8B1C-2DF2-5F01	2002-12-11	$8.47
Kiki's Delivery Service	Eiko	Kadono		Delacorte Press	2020	198489-6-66-0	037C-DA8C-E9DB-44AB	2022-08-26	$14.95
The Best American Science and Nature Writing 2014	Deborah	Blum		Mariner Books	2014	05440-034-2-X	AF34-D120-EA27-2F59	2018-11-16	$19.74
The Best American Science and Nature Writing 2014	Deborah	Blum		Mariner Books	2014	05440-034-2-X	EA82-879A-D383-2494	2018-08-28	$14.48
Jim Butcher's Dresden Files: Ghoul Goblin	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2013	1606904-3-8-8	8B45-9459-B348-2DBB	2022-09-25	$8.11
Jim Butcher's Dresden Files: Ghoul Goblin	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2013	1606904-3-8-8	7B29-7400-E7A3-3B3E	2022-02-17	$9.12
Jim Butcher's Dresden Files: Ghoul Goblin	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2013	1606904-3-8-8	A6B8-D1D7-A9D2-3217	2018-04-05	$19.03
A General Theory of Love	Thomas Lewis	M.D.		Vintage	2000	0-3-7550389-7	D7B0-DC91-50D3-2927	2000-04-24	$9.75
Ship of Magic	Robin	Hobb	http://www.robinhobb.com/	Spectra	1998	05-531032-4-5	B8F1-5A3A-AF19-0229	2002-03-04	$11.63
Emma	Jane	Austen		Rupa & Co.	2009	8171-674-09-7	9452-6829-DAF0-1C5A	2011-01-21	$9.13
A Knot in the Grain and Other Stories	Robin	McKinley	https://robinmckinley.com/	Greenwillow Books	1994	0-68-809201-2	8692-FD0F-4CEC-57CB	2018-08-16	$18.79
The Feynman Lectures on Physics, Vol. 2	Richard	Feynman	http://richardfeynman.com/	Addison Wesley	1971	020-10211-7-X	B398-ED70-7C91-681E	1982-12-12	$14.35
The Feynman Lectures on Physics, Vol. 2	Richard	Feynman	http://richardfeynman.com/	Addison Wesley	1979	36-5-058798-7	2427-AD41-215C-FF40	1996-09-26	$16.41
Academ's Fury	Jim	Butcher	https://www.jim-butcher.com/	Ace Books	2006	0-441013-40-6	D6EA-49FD-5A2C-F25E	2011-10-07	$8.52
Academ's Fury	Jim	Butcher	https://www.jim-butcher.com/	Ace Books	2010	978-8-3-1089011-3	F573-9810-DFB4-DC11	2018-11-28	$18.47
The Well of Ascension	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Books	2007	076-53-1688-9	4F4A-8912-873E-4303	2013-09-11	$9.90
Revolting Rhymes	Roald	Dahl	https://www.roalddahl.com/	Puffin	1984	0-1405-0423-0	2826-F9ED-9CE5-D2AA	1993-03-08	$12.50
Web Programming: Building Internet Applications	Chris	Bates		Wiley	2006	0-4-7001775-9	1EFC-9AB7-751F-7CDC	2020-04-23	$16.86
Jim Butcher's The Dresden Files: Storm Front Volume 2	Jim	Butcher	https://www.jim-butcher.com/	Dynamite Entertainment	2011	160-69-0160-5	99C9-3EC4-43C1-FB99	2021-12-20	$19.61
The Miserable Mill	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2000	0064-4076-9-1	F097-C49E-4D1F-D40C	2006-05-21	$16.65
The Miserable Mill	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2000	0064-4076-9-1	6FA5-FBFC-C24B-3A75	2022-03-31	$16.42
The Miserable Mill	Lemony	Snicket	http://danielhandler.com/	HarperCollins	2000	0064-4076-9-1	5AF3-39B9-BBEA-0B7E	2002-07-11	$9.07
Fool's Assassin	Robin	Hobb	http://www.robinhobb.com/	Del Rey	2014	0-55-339242-5	6ED9-CAD8-0E20-E592	2020-01-10	$14.73
Sword & Citadel	Gene	Wolfe		Orb Books	1994	03-1-289018-4	1076-85E7-9229-8D56	2017-03-02	$9.28
The History of Akbar, Volume 8		Abu'l-Fazl		Harvard University Press	2022	06742-44-17-6	2A45-E638-BB91-9317	2022-11-22	$17.85
The Sea-Wolf	Jack	London		Tor Classics	1993	081-2-52276-1	E3CE-624A-3F5A-535C	1995-05-03	$14.49
Ptolemy's Gate	Jonathan	Stroud	http://jonathanstroud.com/	Miramax	2005	14231-01-16-2	9465-8C3E-7971-8BE3	2009-10-27	$18.82
The Gunslinger	Stephen	King		Scribner	2017	1-501-18210-2	64F3-D802-772E-AD4E	2019-09-25	$17.44
The Sandman Vol. 10: The Wake	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1997	1-56-389279-0	74DF-02A8-A54F-A42B	2001-08-05	$15.73
The Sandman Vol. 10: The Wake	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1997	1-56-389279-0	E3F8-5A4D-46DF-898D	2016-09-26	$15.74
The Sandman Vol. 10: The Wake	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1997	1-56-389279-0	4AB8-C3BA-E46E-B004	1997-05-17	$18.45
The Fires of Heaven	Robert	Jordan		Tor Books	1993	0312-8542-7-7	14D5-91EF-3C75-F793	1996-01-19	$10.70
The Fires of Heaven	Robert	Jordan		Tor Books	1994	93-231-8550-X	FDB9-93ED-2542-7F30	2001-01-10	$17.04
Paladin of Souls	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2003	038-0-97902-0	6EE7-C9E9-E33E-0251	2018-10-16	$15.05
The Iliad		Homer		Penguin Classics	1998	0-1-4027536-3	DC7A-856F-075A-C1C4	2012-08-22	$10.52
The Iliad		Homer		Penguin Classics	2000	4-9-6293939-4	D051-1D91-819A-6815	2001-11-15	$10.78
The Best American Short Stories	Michael	Chabon	http://michaelchabon.com/	Houghton Mifflin Harcourt	2005	0618-42-705-8	DBA1-59AB-96BB-4089	2019-10-11	$10.38
Crispin: At the Edge of the World		Avi		Hyperion Book CH	2008	14-23-10305-X	0437-BC8D-94E1-CF1C	2011-07-12	$9.10
The Handmaid's Tale	Margaret	Atwood		Houghton Mifflin Harcourt	2017	13-2887-994-1	70E9-982B-95EC-09DF	2021-05-14	$15.28
Captain Vorpatril's Alliance	Lois McMaster	Bujold	http://www.dendarii.com/	Baen	2012	1-4516384-5-0	2046-0A9F-FB0F-BDD9	2019-05-25	$18.80
The Well of Ascension	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Fantasy	2008	076535-61-3-9	A685-22BE-9BD7-CEAF	2008-01-03	$10.06
The Well of Ascension	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Fantasy	2018	978-6-50-149310-0	C920-64AE-6E7A-57E2	2020-12-17	$7.56
Ethan of Athos	Lois McMaster	Bujold	http://www.dendarii.com/	NESFA Press	2003	18867-78-39-6	8046-D1CA-3565-ADFF	2019-05-23	$12.32
Dune	Frank	Herbert		Ace Books	1990	04-4-117271-7	0F5F-BC5E-6A32-6485	1993-02-17	$6.39
Dune	Frank	Herbert		Ace Books	1990	04-4-117271-7	03C9-BF05-FD5A-3E8C	2004-06-23	$5.34
The Iron Ring	Lloyd	Alexander		Dutton Juvenile	1997	052-54-5597-3	07F2-7336-69CE-013B	2022-10-08	$5.49
The Iron Ring	Lloyd	Alexander		Dutton Juvenile	1997	052-54-5597-3	72B5-DBC5-A12D-45F6	2016-06-21	$6.60
The Iron Ring	Lloyd	Alexander		Dutton Juvenile	1997	052-54-5597-3	CC8F-AF91-CD4B-DDB9	2016-06-12	$15.31
The Sharing Knife	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2008	0-0-6137533-0	826E-95A4-A54C-977B	2008-07-16	$5.86
The Sharing Knife	Lois McMaster	Bujold	http://www.dendarii.com/	Harper Voyager	2008	0-0-6137533-0	2A00-3B5A-597A-FACF	2014-04-02	$18.21
Rendezvous with Rama	Arthur C.	Clarke	http://clarkefoundation.org/	Harcourt Brace Jovanovich	1973	01517-68-35-8	7DCB-D5C3-2066-B0CF	2018-11-07	$12.64
Hexwood	Diana Wynne	Jones	http://www.dianawynnejones.com/	Greenwillow Books	2002	0060-29-888-X	21F0-B2F9-CE97-823B	2003-12-10	$11.84
Peter Pan	J. M.	Barrie		Viking Juvenile	1991	06-70-84180-3	9423-675E-2F74-B975	1991-01-09	$16.87
The Cat Who Wished to Be a Man	Lloyd	Alexander		Puffin	2000	0-1-4130704-8	AC7B-A934-8F75-BD8B	2008-08-18	$6.99
The Cat Who Wished to Be a Man	Lloyd	Alexander		Puffin	2000	0-1-4130704-8	A9FE-6B6D-359C-E2BA	2007-01-01	$9.69
A Man on the Moon, Vol. 2 : The Odyssey Continues	Andrew	Chaikin		Time Life	1999	078-3-55676-4	544F-E3A6-5213-2F96	2015-03-25	$13.91
A Man on the Moon, Vol. 2 : The Odyssey Continues	Andrew	Chaikin		Time Life	1999	078-3-55676-4	08F7-3ACC-9C4E-0C13	2002-12-07	$6.40
A Man on the Moon, Vol. 2 : The Odyssey Continues	Andrew	Chaikin		Time Life	1999	078-3-55676-4	39DC-3768-91D4-0B10	2006-04-21	$12.38
A Man on the Moon, Vol. 2 : The Odyssey Continues	Andrew	Chaikin		Time Life	2010	978-4-74718-219-6	4643-A6C3-68F0-EC8D	2018-01-28	$14.07
The Amulet of Samarkand	Jonathan	Stroud	http://jonathanstroud.com/	Disney-Hyperion	2003	0-7868-1859-X	C375-0395-9734-C149	2010-07-26	$13.05
Frederica	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	1-4-0221476-6	4AE2-02EF-31B3-D594	2020-09-12	$11.86
Frederica	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	1-4-0221476-6	BA46-039E-3F48-C7F2	2022-01-06	$6.16
Frederica	Georgette	Heyer	http://www.georgette-heyer.com/	Sourcebooks Casablanca	2009	1-4-0221476-6	8810-4D8E-C660-B253	2016-11-25	$5.76
The Sandman Vol. 1: Preludes and Nocturnes	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1993	1563890-1-1-9	FA7C-3EC9-61BA-3C31	2011-06-16	$6.87
The Sandman Vol. 1: Preludes and Nocturnes	Neil	Gaiman	https://neilgaiman.com/	Vertigo	1997	8319-36-380-2	B69F-E328-08FE-B625	1998-07-08	$12.86
Little Town on the Prairie	Laura Ingalls	Wilder		HarperCollins	1953	00644-000-7-7	6C3F-F16D-37B0-6175	1980-02-25	$12.44
Little Town on the Prairie	Laura Ingalls	Wilder		HarperCollins	1953	00644-000-7-7	95AC-A98D-0336-7E5F	2002-12-05	$16.42
The Leap	Jonathan	Stroud	http://jonathanstroud.com/	Red Fox	2001	009-94-0285-8	1D1C-F210-4CEC-1735	2010-11-03	$18.22
Summerland	Hannu	Rajaniemi		Tor Books	2018	1-25017-892-4	1C44-B969-DA74-EABD	2019-02-17	$10.50
Empire of Grass	Tad	Williams	https://www.tadwilliams.com/	DAW	2019	075-64106-2-2	3CA9-8A65-4D13-75F7	2022-08-05	$13.71
The Architecture Of Open Source Applications, Volume Ii	Amy	Brown		lulu.com	2008	1-1-0557181-5	6FF1-3961-C392-BB65	2010-02-07	$7.64
The Architecture Of Open Source Applications, Volume Ii	Amy	Brown		lulu.com	2008	1-1-0557181-5	6658-D82E-C4CD-E00A	2020-03-15	$19.03
The Architecture Of Open Source Applications, Volume Ii	Amy	Brown		lulu.com	2008	1-1-0557181-5	AC0E-F4D1-7A10-5267	2016-10-23	$8.56
Golden Fool	Robin	Hobb	http://www.robinhobb.com/	Spectra	2003	0-553-80151-1	548F-9BF1-966D-DE3D	2011-03-25	$18.42
Battle Ground	Jim	Butcher	https://www.jim-butcher.com/	Ace Books	2020	05-9-319930-8	B8B8-2D2A-418F-A5DB	2021-12-03	$8.10
The Prague Cemetery	Umberto	Eco	http://umbertoeco.it/	Houghton Mifflin Harcourt	2011	0-5-4757753-2	7F97-FF7C-0F0B-4A36	2013-08-04	$17.05
Daughter of the Empire: An Epic Saga of the World on the Other Side of the Riftwar	Raymond E	Feist	https://raymondefeist.com/	Bantam Books	1988	0553-27-211-X	EA94-55B2-70D9-96B9	2007-06-27	$15.97
The Orphans of Raspay	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2020	1596-0697-2-4	606B-53E9-40C5-51EF	2022-11-30	$19.88
Chalice	Robin	McKinley	https://robinmckinley.com/	Putnam Juvenile	2008	03-9-924676-2	024C-1BAC-2165-72DB	2017-04-11	$11.94
Chalice	Robin	McKinley	https://robinmckinley.com/	Putnam Juvenile	2015	978-14-497-3424-X	6B63-2E44-6005-74A1	2019-11-08	$10.22
Deeplight	Frances	Hardinge	http://www.franceshardinge.com/	Amulet Books	2020	14197-4-320-1	7B19-300F-6D86-7ADA	2020-04-21	$16.61
Deeplight	Frances	Hardinge	http://www.franceshardinge.com/	Amulet Books	2020	14197-4-320-1	962D-8D93-16D4-7C56	2021-07-25	$10.62
The Floating Islands	Rachel	Neumeier	https://www.rachelneumeier.com/	Knopf Books for Young Readers	2011	0375-8-4705-7	0378-76FC-9ACE-2A10	2012-01-28	$6.52
The Abominables	Eva	Ibbotson		Harry N. Abrams	2013	1-41970-789-2	35D8-49BC-1193-3992	2022-02-15	$9.39
Black Beauty	Anna	Sewell		Dover Publications	1993	0-4-8627570-1	4D90-E672-1E1E-2884	2000-08-14	$10.24
The Goblin Emperor	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2014	07-65-32699-X	D56C-DF68-3BBD-487F	2021-02-23	$13.18
The Goblin Emperor	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2014	07-65-32699-X	5171-379D-C88B-5C4F	2014-10-22	$17.14
The Goblin Emperor	Katherine	Addison	https://www.katherineaddison.com/	Tor Books	2017	978-742521-1-13-2	F378-1D7C-8625-EC39	2018-03-05	$8.03
Which Witch?	Eva	Ibbotson		Puffin	2000	0141-3-0427-8	3477-8700-20AE-2C41	2020-06-07	$12.58
Memory	Lois McMaster	Bujold	http://www.dendarii.com/	Baen	1996	06718-7-743-7	2A7C-C20E-EAC9-46F3	2009-10-22	$6.99
The Adventures of Robinson Crusoe	Daniel	Defoe		Bloomsbury	1994	18-547-1280-2	B718-2814-48AF-B07D	1994-03-04	$10.51
The Adventures of Robinson Crusoe	Daniel	Defoe		Bloomsbury	1994	18-547-1280-2	9CDD-8D37-F553-4E93	1996-09-18	$9.80
Dragonhaven	Robin	McKinley	https://robinmckinley.com/	Putnam Juvenile	2007	0-3992467-5-4	69E9-1957-46D3-AB98	2009-05-07	$14.66
Dragon Keeper	Robin	Hobb	http://www.robinhobb.com/	Harper Voyager	2010	0-0-6156162-2	7BDF-3A28-B8EB-3FE1	2013-05-28	$10.28
Abaddon's Gate	James S.A.	Corey	https://www.jamessacorey.com/	Orbit	2013	0-3-1612907-0	E224-6CF9-F459-45B6	2014-09-15	$8.82
Penric's Demon	Lois McMaster	Bujold	http://www.dendarii.com/	Subterranean Press	2016	1596-067-69-1	4772-58E5-8C50-5F20	2019-01-15	$13.95
Shadows	Robin	McKinley	https://robinmckinley.com/	Nancy Paulsen Books	2013	03-9-916579-7	5967-E0F5-6C5F-DA61	2014-08-18	$19.90
The Summer Tree	Guy Gavriel	Kay	https://brightweavings.com/	Roc	2001	0-451-45822-2	BC9D-30EB-3533-5959	2009-09-26	$18.17
The Summer Tree	Guy Gavriel	Kay	https://brightweavings.com/	Roc	2001	0-451-45822-2	7D80-ABB9-9EF9-AFBF	2019-04-28	$10.64
Silverthorn	Raymond E	Feist	https://raymondefeist.com/	Bantam Books	1986	0-55-327054-0	EE54-70AC-9CA6-770E	2008-11-23	$13.10
The Dragonbone Chair	Tad	Williams	https://www.tadwilliams.com/	DAW	1988	08-0-990003-3	0595-BBA0-7151-A934	2018-06-21	$7.89
The Last Samurai: The Life and Battles of Saigo Takamori	Mark	Ravina		Wiley	2005	047-1705-37-3	557B-16E3-B780-E5CC	2011-06-30	$18.06
The Last Samurai: The Life and Battles of Saigo Takamori	Mark	Ravina		Wiley	2005	047-1705-37-3	2DE5-1C38-D1B6-BFAB	2022-12-07	$19.60
Death Note, Vol. 9	Tsugumi	Ohba		VIZ Media LLC	2007	14215-063-0-0	92ED-F0F7-6E65-5069	2008-09-12	$18.13
The Drackenberg Adventure	Lloyd	Alexander		Dutton Juvenile	1988	0-52-544389-4	112F-5DE8-381D-D529	2002-07-18	$10.05
The Green Glass Sea	Ellen	Klages		Puffin	2008	0-1-4241149-3	D323-3EE8-1F0E-4320	2022-09-13	$7.32
The Hero with a Thousand Faces	Joseph	Campbell		New World Library	2008	15-77-31593-6	D5B5-4DFF-7111-8241	2011-10-24	$17.49
The Hero with a Thousand Faces	Joseph	Campbell		New World Library	2008	15-77-31593-6	4826-5DFE-3D23-9903	2010-02-12	$8.02
The Warrior's Apprentice	Lois McMaster	Bujold	http://www.dendarii.com/	NESFA Press	2002	18-8-677827-2	1437-59AA-8B3C-E033	2017-03-06	$9.94
Harry Potter and the Deathly Hallows	J. K.	Rowling	https://jkrowling.com/	Bloomsbury	2007	05-90762-00-1	EAB4-EBB1-A339-5064	2009-12-06	$12.81
Harry Potter and the Deathly Hallows	J. K.	Rowling	https://jkrowling.com/	Bloomsbury	2007	05-90762-00-1	5B12-9E16-1DCF-4B10	2021-08-04	$10.75
White Sands, Red Menace	Ellen	Klages		Viking Juvenile	2008	0670-062-35-9	F100-4EA2-DE91-3480	2016-12-07	$10.00
White Sands, Red Menace	Ellen	Klages		Viking Juvenile	2008	0670-062-35-9	1E76-5CDF-E08D-328C	2017-11-04	$17.38
Words of Radiance	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Books	2014	076532-6-36-1	C3B4-7303-BC88-8773	2018-02-26	$11.63
The Canterbury Tales (original-spelling Middle English edition)	Geoffrey	Chaucer		Penguin Classics	2005	014042-2-34-X	EA29-410D-2711-FC23	2018-02-17	$15.56
The History of Akbar, Volume 7		Abu'l-Fazl		Harvard University Press	2021	0-6-7424416-8	7448-AE76-7977-4CDC	2022-10-29	$5.25
Stardust	Neil	Gaiman	https://neilgaiman.com/	HarperCollins	2009	0-0-6168924-6	F70D-1DBD-6B92-CCA9	2010-04-19	$17.47
Splendid Soups: Recipes and Master Techniques for Making the World's Best Soups	James	Peterson	https://jimcooks.com/	Houghton Mifflin Harcourt	2000	04-71-39136-0	6E70-6A96-D595-4841	2019-04-27	$16.91
On the Origin of Species	Charles	Darwin		Empire Books	2011	16-1-949130-3	1093-6308-FF3E-A856	2013-05-22	$11.84
Mockingjay	Suzanne	Collins	http://www.suzannecollinsbooks.com/	Scholastic Press	2010	0439-0-2351-3	592A-AB41-5ACE-E8F1	2016-04-09	$14.97
Black Beauty	Anna	Sewell		Children's Classics	1998	051-7-18958-5	8006-C189-9D6B-B3D6	2001-05-22	$7.26
Haroun and the Sea of Stories	Salman	Rushdie		Penguin Books	1991	0140-1404-3-3	6369-EEB6-8664-B135	2020-11-08	$7.26
The Lord of the Rings	J. R. R.	Tolkien	https://www.tolkienestate.com/	Collins	2001	0-0-0712381-7	F073-0927-1129-96EB	2018-12-14	$12.02
Use of Weapons	Iain M.	Banks		Orbit	1992	1-8572-3135-X	7F59-5298-40E6-21A5	1993-11-17	$18.28
Cryptonomicon	Neal	Stephenson	https://nealstephenson.com/	Random House	2000	00-994-1067-2	3415-F1A5-F149-2318	2008-04-26	$7.46
The Silver Chair	C. S.	Lewis	https://www.cslewis.com/	Diamond	1998	026-1-67051-4	E02C-D965-AEAA-7F79	2004-08-30	$13.75
The Silver Chair	C. S.	Lewis	https://www.cslewis.com/	Diamond	1998	026-1-67051-4	B404-4884-5CE9-213D	2021-03-04	$9.34
Chaos: Making a New Science	James	Gleick	http://around.com/	Minerva	1996	0749-38-606-1	7CEC-7359-E18F-E48E	1996-03-10	$16.61
Chaos: Making a New Science	James	Gleick	http://around.com/	Minerva	2004	34505-7-347-X	9367-B653-55C6-5732	2015-11-29	$5.66
Tom Sawyer Abroad	Mark	Twain		SeaWolf Press	2019	1-9-5043531-8	C474-F2EC-52F0-F997	2022-07-26	$8.46
Skyward Flight: The Collection	Brandon	Sanderson	https://www.brandonsanderson.com/	Delacorte Press	2022	059-3567-85-4	253C-80D4-B6CF-71C2	2022-06-13	$18.94
Skyward Flight: The Collection	Brandon	Sanderson	https://www.brandonsanderson.com/	Delacorte Press	2022	059-3567-85-4	34CF-86D7-FDDD-3248	2022-05-26	$12.26
The Graveyard Book	Neil	Gaiman	https://neilgaiman.com/	HarperCollins	2008	006053-0-92-8	53A1-3B8F-C37D-B892	2009-04-18	$8.59
The Best of 2600: A Hacker Odyssey	Emmanuel	Goldstein		Wiley	2008	0470-29-419-1	D19C-51B0-DAAD-D341	2020-08-20	$7.01
My Grandmother Asked Me to Tell You She's Sorry	Fredrik	Backman		Washington Square Press	2016	1-5-0111507-3	ED79-24CC-AD2C-F34D	2022-07-11	$17.11
The Causal Angel	Hannu	Rajaniemi		Tor Books	2014	076-532-951-4	79AA-C740-92F4-03C1	2021-12-12	$6.49
The Causal Angel	Hannu	Rajaniemi		Tor Books	2014	076-532-951-4	208E-88A5-B646-7095	2017-06-17	$10.10
The Causal Angel	Hannu	Rajaniemi		Tor Books	2019	978-21806-8-844-6	E5D5-73F0-DDBD-099F	2019-12-22	$17.48
The Buried Giant	Kazuo	Ishiguro		Knopf	2015	03-0-727103-X	1AB3-9651-CF11-C0C2	2021-06-05	$15.92
Genius: The Life and Science of Richard Feynman	James	Gleick	http://around.com/	Vintage	1993	0-67-974704-4	CC5A-187D-7EE2-677A	1997-03-25	$5.20
The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure	William	Goldman		Harcourt	2007	0-156035-21-9	63E8-81D4-3C09-3C49	2021-11-15	$10.50
The Republic of Thieves	Scott	Lynch		Del Rey	2013	05538-04-69-3	01E1-7ECF-FA6D-3FD8	2020-10-21	$12.94
Mastering the Art of French Cooking	Julia	Child		Knopf	2009	030-75-9352-5	DCAE-8D05-A316-69B3	2022-05-06	$19.19
Cursor's Fury	Jim	Butcher	https://www.jim-butcher.com/	Ace Books	2006	0-4-4101434-8	6690-DD70-7D83-241F	2008-12-17	$5.71
Dark Waters	Katherine	Arden	http://katherinearden.com/	G.P. Putnam's Sons Books for Young Readers	2021	0-59-310915-5	DC1E-84EF-049F-D2C0	2021-05-24	$14.72
Dark Waters	Katherine	Arden	http://katherinearden.com/	G.P. Putnam's Sons Books for Young Readers	2021	0-59-310915-5	87E7-F303-D925-0648	2021-02-10	$14.68
Dial - A - Ghost	Eva	Ibbotson		Scholastic Press	1996	0439441-6-5-X	6691-BE3B-83FB-9331	2004-04-28	$7.86
Foundation	Isaac	Asimov		Bantam Books	1991	05-53293-35-4	14BC-1929-D955-A1B0	2015-09-24	$19.33
What I Eat: Around the World in 80 Diets	Peter	Menzel	https://www.menzelphoto.com/	Material World	2010	0-984074-40-6	A845-B477-2D39-5BED	2012-03-29	$10.65
Hawk	Steven	Brust	http://dreamcafe.com/	Tor Books	2014	0-7-6532444-X	AA18-B7CA-7542-B47C	2018-12-08	$13.49
Hawk	Steven	Brust	http://dreamcafe.com/	Tor Books	2014	0-7-6532444-X	1177-A67B-E4E1-BD1F	2018-09-25	$14.99
The Alloy of Law	Brandon	Sanderson	https://www.brandonsanderson.com/	Tor Books	2011	0-765330-42-3	024C-D400-FF75-75A6	2021-12-31	$19.56
Harry Potter and the Chamber of Secrets	J.K.	Rowling	https://jkrowling.com/	Bloomsbury	1998	074-75-3848-4	4507-B630-0895-752A	1998-09-18	$11.77
Harry Potter and the Chamber of Secrets	J.K.	Rowling	https://jkrowling.com/	Bloomsbury	1998	074-75-3848-4	57B7-FCE2-1571-8A73	2013-12-26	$12.54
Lord of the Flies	William	Golding		Faber and Faber	1958	05710-8-483-4	D10A-148C-34FC-0519	1982-01-18	$8.14
Lord of the Flies	William	Golding		Faber and Faber	1958	05710-8-483-4	4388-5187-9FAF-FB27	1962-08-24	$7.62
The Windsingers	Megan	Lindholm	https://www.meganlindholm.com/	HarperCollins	2002	000-7112-53-X	4460-F97F-6C5E-A131	2011-12-10	$7.42
The Spellcoats	Diana Wynne	Jones	http://www.dianawynnejones.com/	HarperTrophy	2001	00-644-7315-5	5BA8-39C3-52A2-17F7	2017-06-15	$11.24
The Spellcoats	Diana Wynne	Jones	http://www.dianawynnejones.com/	HarperTrophy	2001	00-644-7315-5	8534-1132-3E28-B770	2011-12-20	$13.72
Predictably Irrational, Revised and Expanded Edition: The Hidden Forces That Shape Our Decisions	Dan	Ariely		Harper	2009	0061-854-54-9	50D5-3E1A-956C-E70F	2018-04-12	$19.21
Thinkpad: A Different Shade of Blue	Deborah A.	Dell		Sams Publishing	1999	0672-3175-6-7	0147-74AA-4842-886E	2020-02-19	$12.41
The Wind-Up Bird Chronicle	Haruki	Murakami		Vintage	1998	0-6-7977543-9	912B-DE14-9581-61DA	2020-05-14	$8.30
